	origin	familyOrigin	homologueTaxon	symbol	aliases	diseases	diseaseCategories	name	ncbiId	commentCause	uniprot	functionalClusters	expressionChange	ensembl	methylationCorrelation
279		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		NOS3	['ECNOS', 'eNOS']	{'25': {'icdCode': 'G30.0', 'icdName': 'Alzheimer disease with early onset', 'name': 'Alzheimer disease'}, '282': {'icdCode': 'I10', 'icdName': 'Essential (primary) hypertension', 'name': 'Hypertension, essential'}, '395': {'icdCode': 'I60-I69', 'icdName': 'Cerebrovascular diseases', 'name': 'Stroke, ischemic'}, '396': {'icdCode': 'O14.0', 'icdName': 'Mild to moderate pre-eclampsia', 'name': 'Preeclampsia/eclampsia'}}	{'395': {'icdCode': 'I60-I69', 'icdCategoryName': 'Cerebrovascular diseases'}, '769': {'icdCode': 'G30-G32', 'icdCategoryName': 'Other degenerative diseases of the nervous system'}, '814': {'icdCode': 'I60-I69', 'icdCategoryName': 'Cerebrovascular diseases'}, '818': {'icdCode': 'O10-O16', 'icdCategoryName': 'Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium'}, '845': {'icdCode': 'I10-I15', 'icdCategoryName': 'Hypertensive diseases'}}	nitric oxide synthase 3	4846	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '13': 'Modulation of gene activity protects against age-related impairment', '15': 'Gene activity modulation decreases mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}		[{'id': 11, 'name': 'mitochondrial function'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 36, 'name': 'muscle health'}, {'id': 52, 'name': 'adipose tissue'}, {'id': 58, 'name': 'cognitive function'}]	0	ENSG00000164867	
280	{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		CCND1	['BCL1', 'D11S287E', 'PRAD1', 'U21B31']	{'17': {'icdCode': 'C15-C26', 'icdName': 'Malignant neoplasms of digestive organs', 'name': 'Colorectal cancer'}, '424': {'icdCode': 'Q85.8', 'icdName': 'Other phakomatoses, not elsewhere classified', 'name': 'Von hippel-lindau syndrome'}, '425': {'icdCode': 'C90.0', 'icdName': 'Multiple myeloma', 'name': 'Myeloma, multiple'}}	{'143': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}, '764': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}}	cyclin D1	595	{'8': 'Age-related changes in gene expression/protein activity in mammals'}		[{'id': 13, 'name': 'proteostasis'}, {'id': 27, 'name': 'signaling'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 55, 'name': 'tissue regeneration'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}, {'id': 6, 'name': 'embryonic development'}]	2	ENSG00000110092	
281	{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		CCND2	['KIAK0002', 'MPPH3']	{'426': {'icdCode': 'Q04.8', 'icdName': 'Other specified congenital malformations of brain', 'name': 'Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome'}}	{'792': {'icdCode': 'Q00-Q07', 'icdCategoryName': 'Congenital malformations of the nervous system'}}	cyclin D2	894	{'8': 'Age-related changes in gene expression/protein activity in mammals'}		[{'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}]	3	ENSG00000118971	
282	{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		ITGA2	['BR', 'CD49B', 'GPIa', 'HPA-5', 'VLA-2', 'VLAA2']	{'26': {'icdCode': 'D69.1', 'icdName': 'Qualitative platelet defects', 'name': 'Bleeding disorder, platelet-type'}}	{'770': {'icdCode': 'D65-D69', 'icdCategoryName': 'Coagulation defects, purpura and other haemorrhagic conditions'}}	integrin subunit alpha 2	3673	{'8': 'Age-related changes in gene expression/protein activity in mammals'}		[{'id': 10, 'name': 'immune function'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 18, 'name': 'translation regulation'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 34, 'name': 'skin health'}, {'id': 36, 'name': 'muscle health'}, {'id': 4, 'name': 'stress response'}, {'id': 59, 'name': 'reproductive function'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	2	ENSG00000164171	
283		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		LAMTOR2	['ENDAP', 'HSPC003', 'MAPBPIP', 'MAPKSP1AP', 'ROBLD3', 'Ragulator2', 'p14']	{'582': {'icdCode': 'D82.8', 'icdName': 'Immunodeficiency associated with other specified major defects', 'name': 'Immunodeficiency due to defect in mapbp-interacting protein'}}	{'776': {'icdCode': 'D80-D89', 'icdCategoryName': 'Certain disorders involving the immune mechanism'}}	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	28956	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '14': 'Other evidence'}		[{'id': 13, 'name': 'proteostasis'}, {'id': 27, 'name': 'signaling'}, {'id': 32, 'name': 'autophagy'}, {'id': 5, 'name': 'cell cycle'}]	0	ENSG00000116586	
284		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		AKT1S1	['Lobe', 'PRAS40']	[]	[]	AKT1 substrate 1	84335	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '8': 'Age-related changes in gene expression/protein activity in mammals', '14': 'Other evidence'}		[{'id': 27, 'name': 'signaling'}, {'id': 4, 'name': 'stress response'}, {'id': 56, 'name': 'apoptosis'}]	3	ENSG00000204673	
285	{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		KDR	['CD309', 'FLK1', 'VEGFR', 'VEGFR2']	{'24': {'icdCode': 'Q43.1', 'icdName': 'Hirschsprung disease', 'name': 'Hirschsprung disease'}, '940': {'icdCode': '', 'icdName': '', 'name': 'Hemangioma, capillary infantile'}}	{'768': {'icdCode': 'Q38-Q45', 'icdCategoryName': 'Other congenital malformations of the digestive system'}}	kinase insert domain receptor	3791	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '14': 'Other evidence'}		[{'id': 11, 'name': 'mitochondrial function'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 55, 'name': 'tissue regeneration'}, {'id': 56, 'name': 'apoptosis'}, {'id': 61, 'name': 'protein modification'}, {'id': 64, 'name': 'angiogenesis'}, {'id': 6, 'name': 'embryonic development'}]	3	ENSG00000128052	
286	{'id': 10, 'phylum': 'Metazoa', 'age': '800–900', 'order': 4}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		ITGA3	['CD49C', 'FRP-2', 'GAP-B3', 'GAPB3', 'ILNEB', 'MSK18', 'VCA-2', 'VL3A', 'VLA3a']	{'945': {'icdCode': '', 'icdName': '', 'name': 'Interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital'}}	[]	integrin subunit alpha 3	3675	{'8': 'Age-related changes in gene expression/protein activity in mammals'}		[{'id': 13, 'name': 'proteostasis'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 27, 'name': 'signaling'}, {'id': 31, 'name': 'nervous system'}, {'id': 58, 'name': 'cognitive function'}, {'id': 6, 'name': 'embryonic development'}]	1	ENSG00000005884	
287	{'id': 5, 'phylum': 'Mammalia', 'age': '190', 'order': 18}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		ITGA4	['CD49D', 'IA4']	[]	[]	integrin subunit alpha 4	3676	{'9': 'Age-related changes in gene expression/protein activity in humans'}		[{'id': 10, 'name': 'immune function'}, {'id': 14, 'name': 'transport'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}, {'id': 64, 'name': 'angiogenesis'}, {'id': 7, 'name': 'cell differentiation'}]	1	ENSG00000115232	
288	{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		ITGAE	['CD103', 'HUMINAE']	[]	[]	integrin subunit alpha E	3682	{'8': 'Age-related changes in gene expression/protein activity in mammals'}		[{'id': 17, 'name': 'intercellular matrix'}, {'id': 27, 'name': 'signaling'}]	2	ENSG00000083457	
289	{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		ITGB1	['CD29', 'FNRB', 'GPIIA', 'MDF2', 'MSK12', 'VLA-BETA', 'VLAB']	[]	[]	integrin subunit beta 1	3688	{'5': 'Gene activity modulation increases non-mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '11': 'Age-related changes in gene expression / protein activity in non-mammals', '13': 'Modulation of gene activity protects against age-related impairment'}		[{'id': 10, 'name': 'immune function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 27, 'name': 'signaling'}, {'id': 55, 'name': 'tissue regeneration'}, {'id': 56, 'name': 'apoptosis'}, {'id': 64, 'name': 'angiogenesis'}]	3	ENSG00000150093	
290	{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}		ITGB3	['BDPLT16', 'BDPLT2', 'BDPLT24', 'CD61', 'GP3A', 'GPIIIa', 'GT', 'GT2']	{'26': {'icdCode': 'D69.1', 'icdName': 'Qualitative platelet defects', 'name': 'Bleeding disorder, platelet-type'}, '239': {'icdCode': 'I20-I25', 'icdName': 'Ischaemic heart diseases', 'name': 'Myocardial infarction, susceptibility to'}}	{'239': {'icdCode': 'I20-I25', 'icdCategoryName': 'Ischaemic heart diseases'}, '413': {'icdCode': 'I20-I25', 'icdCategoryName': 'Ischaemic heart diseases'}, '770': {'icdCode': 'D65-D69', 'icdCategoryName': 'Coagulation defects, purpura and other haemorrhagic conditions'}}	integrin subunit beta 3	3690	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '13': 'Modulation of gene activity protects against age-related impairment', '17': 'Modulation of gene activity enhances age-related deterioration'}		[{'id': 10, 'name': 'immune function'}, {'id': 14, 'name': 'transport'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 34, 'name': 'skin health'}, {'id': 35, 'name': 'bone health'}, {'id': 36, 'name': 'muscle health'}, {'id': 54, 'name': 'cholesterol metabolism'}, {'id': 55, 'name': 'tissue regeneration'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}, {'id': 64, 'name': 'angiogenesis'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	2	ENSG00000259207	
291	{'id': 11, 'phylum': 'Bilateria', 'age': '700–800', 'order': 6}	{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	HDAC3	['HD3', 'KDAC3', 'RPD3', 'RPD3-2']	[]	[]	histone deacetylase 3	8841	{'5': 'Gene activity modulation increases non-mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '10': 'Gene regulates aging-related genes', '11': 'Age-related changes in gene expression / protein activity in non-mammals', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence'}	HDAC3_HUMAN	[{'id': 13, 'name': 'proteostasis'}, {'id': 14, 'name': 'transport'}, {'id': 15, 'name': 'epigenetic changes'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 27, 'name': 'signaling'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 56, 'name': 'apoptosis'}, {'id': 61, 'name': 'protein modification'}]	1	ENSG00000171720	
292		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Euteleostomi	HRAS	['C-BAS/HAS', 'C-H-RAS', 'C-HA-RAS1', 'CTLO', 'H-RASIDX', 'HAMSV', 'HRAS1', 'RASH1', 'p21ras']	{'73': {'icdCode': 'Q87.8', 'icdName': 'Other specified congenital malformation syndromes, not elsewhere classified', 'name': 'Costello syndrome'}, '74': {'icdCode': 'C67', 'icdName': 'Malignant neoplasm of bladder', 'name': 'Bladder cancer'}, '75': {'icdCode': 'Q85.8', 'icdName': 'Other phakomatoses, not elsewhere classified', 'name': 'Schimmelpenning-feuerstein-mims syndrome'}, '76': {'icdCode': 'Q25.3', 'icdName': 'Stenosis of aorta', 'name': 'Supravalvular aortic stenosis'}, '77': {'icdCode': 'D23.4', 'icdName': 'Benign neoplasm: Skin of scalp and neck', 'name': 'Nevus, epidermal'}, '78': {'icdCode': 'Q82.5', 'icdName': 'Congenital non-neoplastic naevus', 'name': 'Melanocytic nevus syndrome, congenital'}}	{'143': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '223': {'icdCode': 'D10-D36', 'icdCategoryName': 'Benign neoplasms'}, '758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}, '759': {'icdCode': 'D10-D36', 'icdCategoryName': 'Benign neoplasms'}, '764': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '780': {'icdCode': 'Q20-Q28', 'icdCategoryName': 'Congenital malformations of the circulatory system'}}	Harvey rat sarcoma viral oncogene homolog	3265	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '5': 'Gene activity modulation increases non-mammalian lifespan', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence', '17': 'Modulation of gene activity enhances age-related deterioration'}	RASH_HUMAN	[{'id': 19, 'name': 'senescence'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 27, 'name': 'signaling'}, {'id': 53, 'name': 'carcinogenesis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}]	0	ENSG00000174775	
293		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Euteleostomi	BLM	['BS', 'MGRISCE1', 'RECQ2', 'RECQL2', 'RECQL3']	{'123': {'icdCode': 'Q82.2', 'icdName': 'Mastocytosis', 'name': 'Bloom syndrome'}}	{'143': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '764': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}}	Bloom syndrome, RecQ helicase-like	641	{'4': 'Association of the gene with accelerated aging in humans', '13': 'Modulation of gene activity protects against age-related impairment', '16': 'Gene activity modulation decreases non-mammalian lifespan'}	BLM_HUMAN	[{'id': 13, 'name': 'proteostasis'}, {'id': 16, 'name': 'building and protection of telomeres'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}, {'id': 5, 'name': 'cell cycle'}]	0	ENSG00000197299	
294		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	HSP90AA1	['EL52', 'HEL-S-65p', 'HSP86', 'HSP89A', 'HSP90A', 'HSP90N', 'HSPC1', 'HSPCA', 'HSPCAL1', 'HSPCAL4', 'HSPN', 'Hsp103', 'Hsp89', 'Hsp90', 'LAP-2', 'LAP2']	[]	[]	heat shock protein 90kDa alpha (cytosolic), class A member 1	3320	{'8': 'Age-related changes in gene expression/protein activity in mammals', '10': 'Gene regulates aging-related genes'}	HS90A_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 11, 'name': 'mitochondrial function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 14, 'name': 'transport'}, {'id': 16, 'name': 'building and protection of telomeres'}, {'id': 31, 'name': 'nervous system'}, {'id': 32, 'name': 'autophagy'}, {'id': 4, 'name': 'stress response'}, {'id': 61, 'name': 'protein modification'}]	1	ENSG00000080824	
295		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	RAD51	['BRCC5', 'FANCR', 'HRAD51', 'HsRad51', 'HsT16930', 'MRMV2', 'RAD51A', 'RECA']	{'11': {'icdCode': 'C50', 'icdName': 'Malignant neoplasm of breast', 'name': 'Breast cancer'}, '135': {'icdCode': 'G25.8', 'icdName': 'Other specified extrapyramidal and movement disorders', 'name': 'Mirror movements'}}	{'758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}, '783': {'icdCode': 'G20-G26', 'icdCategoryName': 'Extrapyramidal and movement disorders'}}	RAD51 recombinase	5888	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '11': 'Age-related changes in gene expression / protein activity in non-mammals', '13': 'Modulation of gene activity protects against age-related impairment', '16': 'Gene activity modulation decreases non-mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration', '18': 'Change in gene expression in senescent cell culture'}	RAD51_HUMAN	[{'id': 19, 'name': 'senescence'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 4, 'name': 'stress response'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}]	3	ENSG00000051180	
296		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	EEF2	['EEF-2', 'EF-2', 'EF2', 'SCA26']	{'150': {'icdCode': 'G11.8', 'icdName': 'Other hereditary ataxias', 'name': 'Spinocerebellar ataxia'}}	{'660': {'icdCode': 'G10-G14', 'icdCategoryName': 'Systemic atrophies primarily affecting the central nervous system'}}	eukaryotic translation elongation factor 2	1938	{'8': 'Age-related changes in gene expression/protein activity in mammals'}	EF2_HUMAN	[{'id': 18, 'name': 'translation regulation'}]	1	ENSG00000167658	
297		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	CAT	[]	{'153': {'icdCode': 'E80.3', 'icdName': 'Defects of catalase and peroxidase', 'name': 'Acatalasemia'}}	{'757': {'icdCode': 'E70-E90', 'icdCategoryName': 'Metabolic disorders'}}	catalase	847	{'6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals'}	CATA_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 4, 'name': 'stress response'}, {'id': 5, 'name': 'cell cycle'}, {'id': 7, 'name': 'cell differentiation'}]	1	ENSG00000121691	
298		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	FEN1	['FEN-1', 'MF1', 'RAD2']	[]	[]	flap structure-specific endonuclease 1	2237	{'16': 'Gene activity modulation decreases non-mammalian lifespan'}	FEN1_HUMAN	[{'id': 2, 'name': 'DNA metabolism'}]	0	ENSG00000168496	
299		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	SOD2	['GClnc1', 'IPO-B', 'IPOB', 'MNSOD', 'MVCD6', 'Mn-SOD']	{'131': {'icdCode': 'E10-E14', 'icdName': 'Diabetes mellitus', 'name': 'Microvascular complications of diabetes'}}	{'131': {'icdCode': 'E10-E14', 'icdCategoryName': 'Diabetes mellitus'}, '625': {'icdCode': 'E10-E14', 'icdCategoryName': 'Diabetes mellitus'}}	superoxide dismutase 2, mitochondrial	6648	{'8': 'Age-related changes in gene expression/protein activity in mammals', '13': 'Modulation of gene activity protects against age-related impairment'}	SODM_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 33, 'name': 'hemopoiesis'}, {'id': 36, 'name': 'muscle health'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	1	ENSG00000112096	
300		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Eukaryota	SOD1	['ALS', 'ALS1', 'HEL-S-44', 'IPOA', 'SOD', 'STAHP', 'hSod1', 'homodimer']	{'125': {'icdCode': 'G12.2', 'icdName': 'Motor neuron disease', 'name': 'Amyotrophic lateral sclerosis'}}	{'660': {'icdCode': 'G10-G14', 'icdCategoryName': 'Systemic atrophies primarily affecting the central nervous system'}}	superoxide dismutase 1, soluble	6647	{'5': 'Gene activity modulation increases non-mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '13': 'Modulation of gene activity protects against age-related impairment', '15': 'Gene activity modulation decreases mammalian lifespan', '16': 'Gene activity modulation decreases non-mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}	SODC_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 11, 'name': 'mitochondrial function'}, {'id': 12, 'name': 'cytoskeleton organization'}, {'id': 19, 'name': 'senescence'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 36, 'name': 'muscle health'}, {'id': 4, 'name': 'stress response'}, {'id': 54, 'name': 'cholesterol metabolism'}, {'id': 56, 'name': 'apoptosis'}, {'id': 59, 'name': 'reproductive function'}]	3	ENSG00000142168	
301		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Opisthokonta	COQ7	['CAT5', 'CLK-1', 'CLK1', 'COQ10D8']	{'170': {'icdCode': 'G31.8', 'icdName': 'Other specified degenerative diseases of nervous system', 'name': 'Coenzyme q10 deficiency, primary'}}	{'769': {'icdCode': 'G30-G32', 'icdCategoryName': 'Other degenerative diseases of the nervous system'}}	coenzyme Q7 homolog, ubiquinone	10229	{'5': 'Gene activity modulation increases non-mammalian lifespan', '6': 'Gene activity modulation increases mammalian lifespan', '13': 'Modulation of gene activity protects against age-related impairment', '15': 'Gene activity modulation decreases mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}	COQ7_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 3, 'name': 'transcription regulation'}]	0	ENSG00000167186	
302		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Euteleostomi	A2M	['A2MD', 'CPAMD5', 'FWP007', 'S863-7']	{'25': {'icdCode': 'G30.0', 'icdName': 'Alzheimer disease with early onset', 'name': 'Alzheimer disease'}, '184': {'icdCode': 'N04', 'icdName': 'Nephrotic syndrome', 'name': 'Alpha-2-macroglobulin deficiency'}}	{'769': {'icdCode': 'G30-G32', 'icdCategoryName': 'Other degenerative diseases of the nervous system'}, '796': {'icdCode': 'N00-N08', 'icdCategoryName': 'Glomerular diseases'}}	alpha-2-macroglobulin	2	{'8': 'Age-related changes in gene expression/protein activity in mammals'}	A2MG_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 26, 'name': 'inflammation'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 7, 'name': 'cell differentiation'}]	2	ENSG00000175899	
303		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Euteleostomi	RELA	['CMCU', 'NFKB3', 'p65']	[]	[]	v-rel avian reticuloendotheliosis viral oncogene homolog A	5970	{'6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '14': 'Other evidence', '17': 'Modulation of gene activity enhances age-related deterioration'}	TF65_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 26, 'name': 'inflammation'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 56, 'name': 'apoptosis'}, {'id': 6, 'name': 'embryonic development'}]	3	ENSG00000173039	
304		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Euteleostomi	RAD52	[]	[]	[]	RAD52 homolog, DNA repair protein	5893	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment', '16': 'Gene activity modulation decreases non-mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration', '18': 'Change in gene expression in senescent cell culture'}	RAD52_HUMAN	[{'id': 19, 'name': 'senescence'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 4, 'name': 'stress response'}, {'id': 53, 'name': 'carcinogenesis'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}]	0	ENSG00000002016	
305		{'id': 8, 'phylum': 'Procaryota', 'age': '3000–3500', 'order': 1}	Euteleostomi	SIRT1	['SIR2', 'SIR2L1', 'SIR2alpha']	[]	[]	sirtuin 1	23411	{'6': 'Gene activity modulation increases mammalian lifespan', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment'}	SIRT1_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 15, 'name': 'epigenetic changes'}, {'id': 19, 'name': 'senescence'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}, {'id': 54, 'name': 'cholesterol metabolism'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}, {'id': 8, 'name': 'glucose metabolism'}]	0	ENSG00000096717	
